"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2243","loginPageTitle","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","5170","@sanity @regression verify product details","chromium","2026-07-18","passed","2026-07-18","","productPageFix.spec.ts","",""
"","1061","@sanity has title","chromium","2026-07-18","passed","2026-07-18","","example.spec.ts","",""
"","3632","@sanity @regression Get Product result count - MacBook Air","chromium","2026-07-18","passed","2026-07-18","","searchfix.spec.ts","",""
"","3696","@sanity @regression Get Product result count - iMac","chromium","2026-07-18","passed","2026-07-18","","searchfix.spec.ts","",""
"","4409","@sanity @regression selectProduct after search- macbook - MacBook Pro","chromium","2026-07-18","passed","2026-07-18","","searchfix.spec.ts","",""
"","5069","@sanity @regression testImageCount","chromium","2026-07-18","passed","2026-07-18","","productPageFix.spec.ts","",""
"","2952","@sanity @regression verify HomePAge headers List","chromium","2026-07-18","passed","2026-07-18","","homepagefix.spec.ts","",""
"","3270","@smoke registration -BC11122","chromium","2026-07-18","passed","2026-07-18","","registrationPage.spec.ts","",""
"","2943","@sanity @regression invalid user login test-Playwright@gm.com","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","2762","@sanity @regression invalid user login JsonData - abc@gm.com-","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","1100","@sanity @regression get started link","chromium","2026-07-18","passed","2026-07-18","","example.spec.ts","",""
"","2608","@sanity @regression invalid user login test-invalid@gm.com","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","3156","@smoke Logout Link visible","chromium","2026-07-18","passed","2026-07-18","","homepagefix.spec.ts","",""
"","2753","@sanity @regression invalid user login JsonData - abc@gm.com- pass@123","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","3491","@sanity @regression Get Product result count - MacBook Pro","chromium","2026-07-18","passed","2026-07-18","","searchfix.spec.ts","",""
"","1454","GET API -- get all users","chromium","2026-07-18","passed","2026-07-18","@smoke @regression @running e2e go rest crud api tests","api/createuser.spec.ts","",""
"","3093","@sanity @regression userIsAbleToLogin","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","3047","userIsAbleToLogin","chromium","2026-07-18","passed","2026-07-18","","loginpage.spec.ts","",""
"","2779","@sanity @regression invalid user login test-test@gm.com","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","2755","@sanity @regression invalid user login JsonData - - pass@123","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","4533","@sanity @regression selectProduct after search- macbook - MacBook Air","chromium","2026-07-18","passed","2026-07-18","","searchfix.spec.ts","",""
"","3135","@sanity homePageTitleTest","chromium","2026-07-18","passed","2026-07-18","","homepagefix.spec.ts","",""
"","3101","@sanity @regression verify HomePAge headers List","chromium","2026-07-18","passed","2026-07-18","","homePage.spec.ts","",""
"","705","@sanity @regression Create And Get","chromium","2026-07-18","passed","2026-07-18","","api/user.indi.spec.ts","",""
"","1050","Create, Delete, and Get","chromium","2026-07-18","passed","2026-07-18","","api/user.indi.spec.ts","",""
"","2283","forgotPassword","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","369","DELETE API -- Delete a user","chromium","2026-07-18","passed","2026-07-18","@smoke @regression @running e2e go rest crud api tests","api/createuser.spec.ts","",""
"","3275","@sanity @regression registrationPageWithSingleMethods -zBC11122","chromium","2026-07-18","passed","2026-07-18","","registrationPage.spec.ts","",""
"","726","@sanity GET--user","chromium","2026-07-18","passed","2026-07-18","","api/userapischema.spec.ts","",""
"","3059","@sanity @regression invalid user login JsonData - playwright@gm.com- Test@123","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","359","PUT API -- Update a user","chromium","2026-07-18","passed","2026-07-18","@smoke @regression @running e2e go rest crud api tests","api/createuser.spec.ts","",""
"","4375","@sanity @regression selectProduct after search- imac - iMac","chromium","2026-07-18","passed","2026-07-18","","searchfix.spec.ts","",""
"","2130","","chromium","2026-07-18","passed","2026-07-18","","loginpage.spec.ts","",""
"","2138","@smoke loginPageTitle","chromium","2026-07-18","passed","2026-07-18","","loginpage.spec.ts","",""
"","2770","@sanity @regression invalid user login test-","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","3341","@sanity homePageTitleTest","chromium","2026-07-18","passed","2026-07-18","","homePage.spec.ts","",""
"","1441","@smoke @sanity Post API--Create user","chromium","2026-07-18","passed","2026-07-18","","api/nn.spec.ts","",""
"","2188","forgotPassword","chromium","2026-07-18","passed","2026-07-18","","loginpage.spec.ts","",""
"","4220","@smoke @sanity @regression invalidLogin","chromium","2026-07-18","passed","2026-07-18","","loginpagefixtures.spec.ts","",""
"","364","Post API--Create user","chromium","2026-07-18","passed","2026-07-18","@smoke @regression @running e2e go rest crud api tests","api/createuser.spec.ts","",""
"","127","GET LOCATION","chromium","2026-07-18","failed","2026-07-18","","api/oauth2.spec.ts","",""
"","1398","@sanity @regression Create, Update And Get","chromium","2026-07-18","passed","2026-07-18","","api/user.indi.spec.ts","",""
"","3254","@smoke Logout Link visible","chromium","2026-07-18","passed","2026-07-18","","homePage.spec.ts","",""
